Modded Block,Vanilla Block
cold_sweat:hearth_top,crafting_table
fruitfulfun:citrus_trapdoor,jungle_trapdoor
cold_sweat:boiler,furnace
vinery:clark_wine,vine
handcrafted:jungle_chair,jungle_wood
vinery:cherry_wine,cherry_wood
cold_sweat:icebox,ice
variantchiseledbookshelves:jungle_chiseled_bookshelf,chiseled_bookshelf
beautify:bookstack,bookshelf
another_furniture:jungle_table,jungle_log
beautify:lamp_jar,lantern
supplementaries:flag_black,black_wall_banner
chisel:panel/white_concrete,white_concrete
citycraft:asphalt,gravel
citycraft:asphalt_with_white_thick_side_line,white_concrete
mtr:station_color_dark_prismarine,dark_prismarine
jsblock:station_ceiling_1,ladder
jsblock:light_2,light
mtr:station_color_purpur_pillar,purpur_pillar
mtr:ceiling_no_light,light
mtr:station_name_wall,brick_wall
create:andesite_encased_large_cogwheel,andesite
mcwfences:spruce_stockade_fence,spruce_fence
mcwfences:oak_horse_fence,oak_fence
mcwlights:oak_tiki_torch,wall_torch
mcwfences:oak_pyramid_gate,oak_fence_gate
handcrafted:spruce_dining_bench,spruce_wood
chipped:cyan_stained_glass_3,cyan_stained_glass
chipped:white_stained_glass_3,white_stained_glass
chipped:light_blue_stained_glass_3,light_blue_stained_glass
chipped:lime_stained_glass_3,lime_stained_glass
citycraft:asphalt_with_white_thick_frame,white_concrete
sophisticatedbackpacks:iron_backpack,iron_block
enderitemod:enderite_block,oxidized_cut_copper
hearth_and_home:cobbled_deepslate_chimney,cobbled_deepslate_wall
hearth_and_home:cobblestone_bricks,cobblestone
bbb:iron_fence,iron_door
fantasyfurniture:dunmer/counter,barrier
another_furniture:orange_curtain,orange_carpet
fantasyfurniture:dunmer/drawer,bookshelf
cozy_home:orange_lamp,orange_candle
nightlights:fairy_lights_orange,orange_candle
fantasyfurniture:nordic/door_single,jungle_door
bushierflowers:potted_grown_oxeye_daisy,potted_oxeye_daisy
farmersdelight:green_wall_hanging_canvas_sign,green_wall_banner
bushierflowers:potted_grown_cornflower,potted_cornflower
bushierflowers:potted_grown_orange_tulip,potted_orange_tulip
hearth_and_home:mud_brick_chimney,mud_brick_wall
framedblocks:framed_panel,end_portal_frame
chipped:square_gray_stained_glass_pane,gray_stained_glass_pane
framedblocks:framed_double_panel,yellow_stained_glass_pane
createdeco:industrial_iron_catwalk_railing,rail
createdeco:industrial_iron_catwalk,iron_trapdoor
createdeco:industrial_iron_ladder,ladder
sliceanddice:sprinkler,water
create_connected:encased_chain_cogwheel,chain
farlanders:endumium_ore,emerald_ore
quark:cherry_ladder,ladder
biomesoplenty:potted_pink_daffodil,potted_pink_tulip
mcwroofs:gutter_base,rooted_dirt
stoneworks:polished_tuff,polished_tuff
biomesoplenty:dead_fence,jungle_fence
mcwwindows:cobblestone_arrow_slit,cobblestone
moa_decor_bath:esco,sugar_cane
moa_decor_bath:tabladeplanchar,purpur_slab
moa_decor_bath:tendederoconropamasculina,mangrove_propagule
moa_decor_bath:tendederoconsabanas,dandelion
moa_decor_bath:planch,podzol
moa_decor_bath:banera,jungle_planks
moa_decor_bath:esponjadebano,sugar_cane
moa_decor_bath:toallasazules,cactus
moa_decor_bath:jabonera,resin_brick_slab
moa_decor_bath:rollospapelhigienico,prismarine_slab
moa_decor_bath:vasocepillosdedientes,water_cauldron
moa_decor_bath:mingitorio,magenta_glazed_terracotta
moa_decor_bath:jabon,beetroots
moa_decor_bath:llavesderegadera,cactus
moa_decor_bath:soporteparajabon,mangrove_propagule
moa_decor_bath:bataazul,podzol
moa_decor_bath:toallablancacolg,jungle_log
moa_decor_bath:secadormanos,sugar_cane
moa_decor_bath:jaboneradepared,bone_block
moa_decor_bath:regadera,red_terracotta
mcwwindows:spruce_blinds,spruce_fence
moa_decor_bath:cubetadeagua,jungle_slab
moa_decor_bath:lavadora,lava
moa_decor_bath:c_tblancas,cyan_terracotta
mcwwindows:light_gray_curtain,light_gray_carpet
moa_decor_bath:esp_b,birch_pressure_plate
moa_decor_bath:esp_bizq,smithing_table
moa_decor_bath:letreropisomojado,cactus
moa_decor_bath:destapador,dispenser
moa_decor_bath:trap,jungle_trapdoor
moa_decor_bath:inodoro,dandelion
moa_decor_bath:portapapelhigienico,acacia_pressure_plate
moa_decor_bath:l_bhombres,lapis_block
vs_eureka:balloon,air
buildersaddition:iron_ladder,ladder
buildersaddition:fireplace_guard,fire
mcwpaths:brick_running_bond,bricks
biomesoplenty:redwood_fence,jungle_fence
mcwroofs:gutter_middle,rooted_dirt
mtr:station_color_dark_prismarine_slab,dark_prismarine_slab
mcwlights:green_paper_lamp,green_candle
floralench:red_tulip_vine,red_tulip
floralench:sunflower_vine,sunflower
mcwlights:brown_paper_lamp,brown_candle
mcwpaths:mossy_cobblestone_dumble_paving,mossy_cobblestone
ms:vertical/mossy_cobblestone,mossy_cobblestone
floralench:azure_bluet_bush,azure_bluet
ms:nature/pink_cherry_leaves,cherry_leaves
ms:nature/cherry_log,cherry_log
mcwbridges:acacia_rope_bridge_stair,acacia_stairs
mcwbridges:rope_acacia_bridge,acacia_fence
twilightforest:canopy_fence,jungle_fence
swem:quality_bale,hay_block
tfmg:pumpjack_hammer,barrel
tfmg:steel_mechanical_pump,piston
tfmg:steel_pipe,furnace
swem:quality_bale_slab,birch_slab
swem:water_trough,water
tfmg:glass_steel_pipe,glass
swem:block_o_water,water
swem:wall_spigot,tube_coral_wall_fan
cyclic:netherite_chain,netherite_block
cyclic:gold_chain,chain
swem:slow_feeder_white,white_wool
mcwtrpdoors:dark_oak_barrel_trapdoor,dark_oak_trapdoor
swem:dark_friendly_bars,iron_bars
swem:slow_feeder_yellow,yellow_wool
swem:saddle_rack,bookshelf
everycomp:cfm/twilightforest/beanstalk_hedge,jungle_fence_gate
swem:grain_feeder_yellow,yellow_wool
twilightforest:twilight_wall_sign,pale_oak_wall_sign
mcwtrpdoors:dark_oak_classic_trapdoor,dark_oak_trapdoor
swem:bridle_rack,rail
swem:slow_feeder_purple,purple_wool
swem:tack_box_purple,purple_shulker_box
swem:tack_box_red,red_shulker_box
swem:slow_feeder_red,red_wool
swem:grain_feeder_purple,purple_wool
swem:grain_feeder_red,red_wool
twilightforest:stripped_mining_wood,stripped_birch_wood
swem:tack_box_yellow,yellow_shulker_box
swem:light_shavings,light
swem:dark_shavings,dark_prismarine_slab
swem:pasture_yellow_care,yellow_wool
twilightforest:twilight_oak_wall_hanging_sign,pale_oak_wall_sign
twilightforest:mining_slab,stone_slab
swem:soiled_shavings,dirt
swem:dark_oak_stall_horse,dark_oak_wood
swem:english_hitching_post,rail
swem:wheel_barrow_black,black_bed
swem:toy_lick_salt,water
swem:horse_pee,water
swem:separator_white,white_concrete
nightlights:hanging_lights_default,light
swem:pasture_white_horse,white_wool
twilightforest:iron_ladder,ladder
swem:grain_feeder_white,white_wool
twilightforest:canopy_fence_gate,jungle_fence_gate
mtr:apg_glass_end,glass
swem:dark_oak_stall_care,dark_oak_wood
mtr:apg_door,jungle_door
swem:ribbon_champion,pink_wall_banner
mtr:apg_glass,glass
swem:ribbon_rchampion,crimson_stem
swem:toy_scratchy_pole,infested_cobblestone
swem:pasture_light_gray_care,light_gray_wool
swem:locker,bookshelf
nightlights:hanging_lights_blue,blue_candle
nightlights:fairy_lights_blue,blue_candle
swem:slow_feeder_light_blue,light_blue_wool
swem:slow_feeder_blue,light_blue_wool
swem:grain_feeder_light_blue,light_blue_wool
swem:grain_feeder_blue,blue_concrete
swem:tack_box_light_blue,light_blue_shulker_box
swem:tack_box_blue,blue_shulker_box
supplementaries:hanging_flower_pot,flower_pot
quark:potted_large_fern,large_fern
another_furniture:yellow_sofa,yellow_carpet
another_furniture:cyan_sofa,cyan_carpet
biomesoplenty:small_rose_quartz_bud,small_amethyst_bud
byg:potted_firecracker_flower_bush,potted_dead_bush
overweight_farming:allium_bush,allium
byg:stripped_ebony_log,stripped_acacia_log
byg:ebony_door,acacia_door
byg:ebony_stairs,acacia_stairs
byg:red_oak_leaves,oak_leaves
byg:stripped_palo_verde_log,stripped_pale_oak_log
undergarden:wigglewood_fence,spruce_fence
byg:ebony_slab,crimson_slab
byg:ebony_trapdoor,dark_oak_trapdoor
byg:ebony_planks,crimson_planks
ms:pressureplate/green_glass_pressureplate,stone_pressure_plate
moredecorativeblocks:dried_kelp_side_pressure_plate,dried_kelp_block
undergarden:wigglewood_fence_gate,acacia_fence_gate
ms:plant/grass,short_grass
quark:pink_blossom_leaves,pink_petals
quark:dark_oak_ladder,dark_oak_stairs
enlightened_end:nuclear_bomb,tnt
byg:palm_log,mangrove_log
quark:calcite_bricks,calcite
twilightforest:mining_planks,jungle_planks
twilightforest:twilight_oak_planks,pale_oak_planks
mcwdoors:spruce_swamp_door,spruce_door
cyclic:netherite_pressure_plate,stone_pressure_plate
environmental:purple_hibiscus,purple_concrete
quark:lavender_blossom_sapling,cherry_sapling
twilightforest:sorting_fence_gate,acacia_fence_gate
quark:calcite_bricks_slab,brick_slab
byg:dacite_pillar,quartz_pillar
framedblocks:framed_cube,oxidized_cut_copper
cyclic:eye_redstone,redstone_block
byg:dacite_brick_stairs,brick_stairs
byg:dacite_brick_slab,brick_slab
byg:skyris_fence,acacia_fence
byg:foxglove,fern
byg:skyris_crafting_table,crafting_table
mcwdoors:spruce_bark_glass_door,spruce_door
quark:andesite_bricks_wall,andesite_wall
vampirism:hunter_table,smithing_table
vampirism:garlic,candle
connectedglass:borderless_glass_black_pane,black_stained_glass_pane
mcwfurnitures:stripped_spruce_coffee_table,stripped_spruce_wood
mcwfurnitures:stripped_spruce_striped_chair,stripped_spruce_wood
mcwlights:black_paper_lamp,black_candle
mcwlights:framed_torch,wall_torch
mcwlights:black_lamp,black_candle
mcwdoors:dark_oak_paper_door,dark_oak_door
alltheores:zinc_ore,copper_ore
elementalcraft:inert_crystal_ore,gold_ore
quark:limestone,stone
deepresonance:resonating_crystal_natural,quartz_block
powah:uraninite_ore_poor,gold_ore
quark:spruce_post,spruce_wood
mekanism:block_refined_glowstone,glowstone
functionalstorage:compacting_drawer,bookshelf
functionalstorage:birch_4,birch_wood
tinkers_reforged:aluminum_ore,gold_ore
forbidden_arcanus:aurum_planks,oak_planks
ars_nouveau:archwood_planks,oak_planks
chipped:vertical_stiped_orange_stained_glass,orange_stained_glass
ars_nouveau:archwood_stairs,oak_stairs
forbidden_arcanus:aurum_log,acacia_log
chipped:vertical_stiped_orange_stained_glass_pane,orange_stained_glass_pane
chipped:cut_diorite_column,diorite
denseores:dense_coal_ore,coal_ore
chipped:ornate_orange_stained_glass,orange_stained_glass
chipped:smooth_diorite_column,polished_diorite
ars_nouveau:archwood_slab,oak_slab
create:polished_cut_diorite_stairs,polished_diorite_stairs
chipped:fancy_orange_stained_glass,orange_stained_glass
forbidden_arcanus:aurum_door,oak_door
handcrafted:dark_oak_fancy_bed,dark_oak_wood
cyclic:copper_chain,chain
powah:uraninite_ore,gold_ore
alltheores:aluminum_ore,gold_ore
elevatorid:elevator_white,white_carpet
functionalstorage:storage_controller,bookshelf
mtr:platform_indented,jungle_planks
mtr:glass_fence_stained,orange_stained_glass
mtr:pids_3,piston
mtr:station_color_diorite_slab,diorite_slab
mtr:station_color_diorite,diorite
mtr:station_pole,rail
mtr:station_name_tall_block_double_sided,oxidized_cut_copper
mtr:clock,daylight_detector
mekanism:basic_universal_cable,conduit
thermal:machine_press,piston
gtceu:rock_salt_ore,gold_ore
alltheores:raw_tin_block,raw_iron_block
alltheores:raw_aluminum_block,raw_iron_block
chipped:dark_oak_crate,dark_oak_wood
mcwwindows:birch_plank_parapet,birch_planks
mcwdoors:bamboo_barn_glass_door,bamboo_door
mcwdoors:store_door,birch_door
mcwwindows:diorite_window,diorite
mcwwindows:diorite_window2,diorite
mcwwindows:birch_plank_window2,birch_planks
mcwwindows:birch_plank_window,birch_planks
mcwwindows:birch_plank_four_window,birch_planks
mcwwindows:blackstone_window,blackstone
mcwwindows:blackstone_four_window,blackstone
mcwwindows:end_brick_gothic,end_stone_brick_slab
deeperdarker:sculk_stone_brick_stairs,stone_brick_stairs
deeperdarker:ancient_vase,ancient_debris
deeperdarker:sculk_gleam,sculk
deeperdarker:cobbled_sculk_stone,sculk
deeperdarker:sculk_stone_bricks,chiseled_stone_bricks
deeperdarker:sculk_stone_diamond_ore,diamond_ore
deeperdarker:sculk_stone_brick_slab,stone_brick_slab
deeperdarker:sculk_vines,vine
deeperdarker:sculk_vines_plant,twisting_vines_plant
deeperdarker:sculk_stone_brick_wall,stone_brick_wall
deeperdarker:sculk_stone,sculk
deeperdarker:polished_sculk_stone_wall,polished_blackstone_wall
mcwdoors:spruce_glass_door,spruce_door
naturesaura:aura_bloom,spore_blossom
farmersdelight:rich_soil,soul_soil
swem:medium_rubber_mat,magenta_carpet
cyclic:solidifier,prismarine_bricks
cyclic:battery_infinite,soul_lantern
duneons:telescope,observer
cyclic:melter,crafter
the_forgotten_dimensions:skyrium_stone,stone
mcwfences:jungle_hedge,jungle_fence
naturaldecormod:monkey_puzzle_branch_ndm,jungle_wood
mcwroofs:red_sandstone_upper_lower_roof,red_sandstone
the_forgotten_dimensions:skym_leaves,jungle_leaves
naturaldecormod:creeping_flox_blue_large,large_fern
naturaldecormod:prickly_pear_fruited,cactus
biomesoplenty:stripped_palm_wood,stripped_jungle_wood
iceandfire:dread_stone_bricks,stone_bricks
farmersdelight:purple_canvas_sign,purple_wall_banner
biomesoplenty:smooth_orange_sandstone_slab,smooth_sandstone_slab
mcwfences:sandstone_pillar_wall,sandstone_wall
mcwroofs:red_sandstone_roof,red_sandstone
naturaldecormod:indian_paintbrush,sculk
naturaldecormod:beachgrass,seagrass
biomesoplenty:cut_orange_sandstone,cut_sandstone
iceandfire:dread_stone_face,stone
iceandfire:dread_portal,end_portal
the_forgotten_dimensions:skym_log,jungle_log
biomesoplenty:smooth_orange_sandstone,smooth_sandstone
mcwwindows:gray_mosaic_glass_pane,gray_stained_glass_pane
naturaldecormod:green_lichen_ndm,glow_lichen
placeablesmod:basket_apple_3,pitcher_crop
mcwtrpdoors:acacia_cottage_trapdoor,acacia_trapdoor
farmersdelight:brown_mushroom_colony,brown_mushroom
farmersdelight:acacia_cabinet,acacia_wood
cataclysm:obsidian_brick_stairs,brick_stairs
aether:aether_portal,nether_portal
the_forgotten_dimensions:skyrium_stone_brick_wall,stone_brick_wall
the_forgotten_dimensions:skyrium_bricks,bricks
the_forgotten_dimensions:skyrium_stone_brick_slab,stone_brick_slab
naturaldecormod:cholla_cactus,cactus
naturaldecormod:bird_of_paradise,potted_lily_of_the_valley
mcwlights:cross_wall_lantern,lantern
twilightforest:uncrafting_table,crafting_table
the_forgotten_dimensions:skyrium_stone_brick_stairs,stone_brick_stairs
mcwroofs:red_sandstone_top_roof,red_sandstone
mcwdoors:acacia_nether_door,acacia_door
another_furniture:acacia_table,acacia_wood
the_forgotten_dimensions:skyrium_portal_block,oxidized_cut_copper
naturaldecormod:creeping_flox_purple_large,purple_concrete
naturaldecormod:tall_dracanea,tall_grass
naturaldecormod:tropical_bush,dead_bush
mcwwindows:mud_brick_gothic,mud_bricks
biomesoplenty:white_sand,sand
naturaldecormod:nether_lily,nether_sprouts
naturaldecormod:talavera_artisan_planter_pot,flower_pot
placeablesmod:water_bucket_block,dripstone_block
biomesoplenty:smooth_orange_sandstone_stairs,smooth_sandstone_stairs
naturaldecormod:dwarf_palmetto,cactus
naturaldecormod:mangrove_bonsai,mangrove_wood
naturaldecormod:orange_glazed_planter_pot,flower_pot
naturaldecormod:seafic_ice_plant_small,ice
naturaldecormod:talavera_sun,sunflower
naturaldecormod:talavera_lizard,cyan_terracotta
naturaldecormod:talavera_moon,magenta_terracotta
naturaldecormod:monkey_puzzle_cone,cocoa
naturaldecormod:epiphyte_fern_block,fern
naturaldecormod:little_creosote_bush,sweet_berry_bush
mcwfences:acacia_picket_fence,acacia_fence
naturaldecormod:java_fern,fern
naturaldecormod:java_fern_top,fern
naturaldecormod:irish_moss_small,pale_hanging_moss
naturaldecormod:poppy_bundle,poppy
naturaldecormod:oak_bonsai,oak_wood
biomesoplenty:chiseled_orange_sandstone,chiseled_sandstone
decorative_blocks:brazier,wall_torch
naturaldecormod:nether_lily_sprout,nether_sprouts
naturaldecormod:butterfly_flower_bush_ndm,rose_bush
mcwfences:acacia_highley_gate,acacia_fence_gate
naturaldecormod:fish_windsock_ndm,water_cauldron
naturaldecormod:koi_wind_sock_ndm,loom
waystones:sharestone,blackstone
biomesoplenty:palm_fence,acacia_fence
mcwwindows:acacia_plank_parapet,acacia_planks
mcwwindows:acacia_louvered_shutter,acacia_door
dramaticdoors:tall_macaw_acacia_barn_door,acacia_door
naturaldecormod:tulip_bundle,red_tulip
fantasyfurniture:nordic/desk_left,bookshelf
fantasyfurniture:nordic/wardrobe_bottom,chest
fantasyfurniture:nordic/table_large,crafting_table
fantasyfurniture:decorations/muffins_blueberry,blue_candle
another_furniture:gray_curtain,gray_carpet
fantasyfurniture:decorations/venthyr_tomes,bookshelf
another_furniture:birch_shutter,birch_wood
another_furniture:birch_shelf,birch_wood
fantasyfurniture:decorations/nordic_soul_gems_dark,soul_wall_torch
naturaldecormod:jungle_bonsai,jungle_wood
fantasyfurniture:venthyr/carpet,blue_carpet
fantasyfurniture:nordic/chair,birch_wood
fantasyfurniture:decorations/dunmer_pottery_0,clay
mcwlights:iron_small_chandelier,iron_block
placeablesmod:basket_potato_4,potatoes
fantasyfurniture:decorations/tankards_sweetberry,sweet_berry_bush
placeablesmod:apple_block,jigsaw
naturaldecormod:white_birdof_paradise_ndm,white_bed
fantasyfurniture:decorations/tankards_empty,chest
fantasyfurniture:decorations/dunmer_pottery_1,clay
fantasyfurniture:nordic/drawer,bookshelf
another_furniture:gray_sofa,gray_bed
